timesteps,episode_return
53900,-50.728484
53950,-53.605378
54000,-51.773029
54050,-57.400868
54100,-51.682916
54150,-54.135115
54200,-57.574575
54250,-51.668077
54300,-55.011049
54350,-61.435369
54400,-55.889096
54450,-53.188948
54500,-56.489156
54550,-56.643045
54600,-57.837002
54650,-59.818681
54700,-50.410529
54750,-59.01122
54800,-50.076895
54850,-57.650152
54900,-48.635592
54950,-58.819587
55000,-55.182533
55050,-55.174161
55100,-53.05326
55150,-52.229697
55200,-60.687016
55250,-52.833498
55300,-58.447119
55350,-55.235178
55400,-50.811493
55450,-54.126012
55500,-57.066344
55550,-55.816988
55600,-54.660507
55650,-52.913116
55700,-54.6011
55750,-55.744942
55800,-49.976563
55850,-55.739166
55900,-50.382057
55950,-59.75101
56000,-60.509999
56050,-47.09641
56100,-52.9768
56150,-56.940823
56200,-45.484367
56250,-55.908912
56300,-49.881188
56350,-54.411891
56400,-52.661376
56450,-46.039954
56500,-53.834112
56550,-51.099205
56600,-49.643715
56650,-54.19533
56700,-53.878606
56750,-43.849106
56800,-50.533265
56850,-49.518698
56900,-59.830302
56950,-54.647739
57000,-43.212784
57050,-48.173265
57100,-47.055341
57150,-47.088836
57200,-51.644772
57250,-53.317326
57300,-54.900199
57350,-51.392085
57400,-46.369567
57450,-42.819732
57500,-50.124537
57550,-52.547045
57600,-55.675109
57650,-53.104756
57700,-55.43482
57750,-51.872987
57800,-51.02038
57850,-57.040092
57900,-54.162646
57950,-58.55299
58000,-46.189966
58050,-49.036326
58100,-39.944386
58150,-45.745943
58200,-52.492965
58250,-54.283365
58300,-46.821774
58350,-51.303556
58400,-54.884488
58450,-53.137186
58500,-49.24223
58550,-40.142861
58600,-43.212907
58650,-54.185738
58700,-46.525881
58750,-53.286693
58800,-58.969142
58850,-52.004588
58900,-47.946163
58950,-54.202491
59000,-47.319153
59050,-42.807092
59100,-55.918539
59150,-46.743982
59200,-58.460325
59250,-41.668555
59300,-49.657061
59350,-51.690568
59400,-49.327157
59450,-47.243912
59500,-44.432391
59550,-48.937654
59600,-45.745101
59650,-54.627729
59700,-49.719538
