timesteps,episode_return
55250,-24.844679
55300,-29.355464
55350,-24.043832
55400,-23.868412
55450,-23.759477
55500,-27.059698
55550,-25.110752
55600,-24.681318
55650,-21.907127
55700,-30.421804
55750,-29.735912
55800,-22.207159
55850,-22.02392
55900,-21.944824
55950,-24.147775
56000,-27.556306
56050,-19.595881
56100,-25.906344
56150,-18.680176
56200,-21.70076
56250,-32.151348
56300,-19.484688
56350,-31.698735
56400,-26.574331
56450,-24.071814
56500,-25.84346
56550,-24.943951
56600,-21.534424
56650,-21.29936
56700,-26.937454
56750,-26.573669
56800,-24.730324
56850,-23.37896
56900,-25.061033
56950,-24.315149
57000,-20.970015
57050,-21.42263
57100,-20.967372
57150,-24.177774
57200,-23.741737
57250,-22.37537
57300,-30.735213
57350,-24.620635
57400,-16.839609
57450,-22.052466
57500,-21.240348
57550,-18.434032
57600,-27.152571
57650,-26.553022
57700,-28.283823
57750,-24.129481
57800,-24.521551
57850,-25.223747
57900,-32.133821
57950,-28.258838
58000,-20.004266
58050,-23.584832
58100,-19.154194
58150,-23.322343
58200,-20.251494
58250,-20.547239
58300,-25.518598
58350,-26.061202
58400,-23.937876
58450,-22.294311
58500,-20.661423
58550,-22.480783
58600,-19.254454
58650,-25.309763
58700,-22.711733
58750,-23.092337
58800,-27.443254
58850,-25.075171
58900,-25.06481
58950,-23.221627
59000,-24.88378
59050,-21.608356
59100,-24.174051
59150,-22.46347
59200,-23.014237
59250,-26.090444
59300,-23.523803
59350,-20.587766
59400,-21.076886
59450,-22.463565
59500,-24.807206
59550,-21.578924
59600,-23.171247
59650,-21.065153
59700,-19.709734
59750,-26.447499
59800,-23.927913
59850,-19.51659
59900,-23.233824
59950,-24.886984
60000,-20.951238
60050,-23.934256
60100,-24.00995
60150,-19.551501
60200,-24.07849
60250,-25.706459
60300,-18.984422
60350,-23.757857
60400,-24.483385
60450,-25.495116
60500,-23.130236
60550,-17.588043
60600,-27.277727
60650,-22.16722
60700,-27.14411
60750,-24.848297
60800,-22.257486
60850,-19.112734
60900,-25.778884
60950,-22.194639
61000,-21.615516
61050,-20.635105
61100,-21.235525
61150,-26.486121
61200,-22.805285
61250,-27.550422
61300,-21.387517
61350,-22.778853
61400,-25.662529
61450,-21.337632
61500,-26.408409
61550,-19.769965
61600,-22.399059
61650,-23.035812
61700,-20.630896
61750,-24.579309
61800,-23.269638
61850,-23.213417
61900,-21.562837
61950,-29.842535
62000,-20.209412
62050,-24.991142
62100,-23.63958
62150,-24.744654
62200,-27.123734
62250,-23.302157
62300,-19.435333
62350,-23.046969
62400,-24.40913
62450,-22.577296
62500,-25.537042
62550,-26.020704
62600,-23.142605
62650,-25.422113
62700,-23.898101
62750,-25.69362
62800,-20.209833
62850,-20.082442
62900,-24.37763
62950,-22.28705
63000,-20.219452
63050,-24.205764
63100,-18.816571
63150,-20.827793
63200,-22.338752
63250,-22.63428
63300,-23.005276
63350,-21.01807
63400,-22.625575
63450,-21.203945
63500,-31.102119
63550,-33.389607
63600,-20.003131
63650,-24.62169
63700,-21.124411
63750,-24.871089
63800,-24.300475
63850,-21.52952
63900,-19.587866
63950,-24.068606
64000,-23.828244
64050,-17.896394
64100,-23.093763
64150,-23.826066
64200,-19.791489
64250,-16.513197
64300,-27.040875
64350,-20.171848
64400,-20.140954
64450,-21.137098
64500,-24.443425
64550,-26.744881
64600,-20.511016
64650,-26.167534
64700,-18.864861
64750,-20.818329
64800,-25.402408
64850,-21.46383
64900,-24.038101
64950,-20.482812
65000,-22.770802
65050,-17.224729
65100,-24.138783
65150,-25.380992
65200,-19.246146
65250,-20.122404
65300,-27.707065
65350,-22.491609
65400,-15.186386
65450,-21.153663
65500,-21.407023
65550,-22.978752
65600,-21.763088
65650,-27.099004
65700,-22.345793
65750,-20.089747
65800,-18.514387
65850,-22.065609
65900,-18.493965
65950,-23.144102
66000,-22.716311
66050,-18.618386
66100,-16.883715
66150,-25.261636
66200,-27.635041
66250,-27.765285
66300,-18.920171
66350,-23.235584
66400,-21.422076
66450,-17.825987
66500,-22.147679
66550,-23.821132
66600,-22.930049
66650,-19.059739
66700,-21.074504
66750,-22.717748
66800,-22.33127
66850,-24.305538
66900,-20.581281
66950,-18.047004
67000,-25.575772
67050,-23.301222
67100,-16.462503
67150,-19.843931
67200,-23.271535
67250,-17.854715
67300,-24.373822
67350,-17.432292
67400,-20.545779
67450,-25.152395
67500,-19.937886
67550,-17.789122
67600,-22.867532
67650,-17.306811
67700,-20.483159
67750,-23.256435
67800,-26.72112
67850,-16.078408
67900,-21.726265
67950,-22.204984
68000,-19.534497
68050,-22.072364
68100,-23.234746
68150,-19.824589
68200,-17.703217
68250,-21.806618
68300,-20.658946
68350,-22.662887
68400,-23.340715
68450,-28.73061
68500,-19.649723
68550,-21.956361
68600,-22.177777
68650,-17.424922
68700,-17.431157
68750,-18.211268
68800,-20.700543
68850,-20.457051
68900,-26.154085
68950,-26.719458
69000,-22.399577
69050,-18.086752
69100,-22.711015
69150,-25.384918
69200,-22.936612
69250,-22.529516
69300,-23.501422
69350,-21.48919
69400,-19.882539
69450,-20.506039
69500,-17.989264
69550,-16.988878
69600,-22.046128
69650,-22.188128
69700,-18.883098
69750,-24.011752
69800,-22.530136
69850,-21.45755
69900,-20.956177
69950,-23.563207
70000,-23.404972
70050,-16.779428
70100,-19.826011
70150,-19.89749
70200,-18.837165
70250,-24.47171
70300,-19.294191
70350,-21.022948
70400,-22.685004
70450,-21.120035
70500,-25.642292
70550,-26.62227
70600,-21.632068
70650,-28.046831
70700,-19.422339
70750,-16.416545
70800,-20.311403
70850,-20.793021
70900,-25.171084
70950,-22.400948
71000,-23.86404
71050,-16.787763
71100,-18.916087
71150,-22.040846
71200,-25.4771
71250,-22.709082
71300,-22.635261
71350,-17.832122
71400,-20.404753
71450,-18.290104
71500,-21.554034
71550,-19.153754
71600,-19.068781
71650,-24.798687
71700,-20.359725
71750,-23.293517
71800,-24.046797
71850,-29.326296
71900,-25.533106
71950,-22.488358
72000,-20.882283
72050,-18.264281
72100,-17.862052
72150,-20.794708
72200,-23.056536
72250,-13.725446
72300,-15.831377
72350,-20.187097
72400,-25.107115
72450,-21.571889
72500,-21.61755
72550,-16.969411
72600,-23.986849
72650,-23.494679
72700,-17.004987
72750,-20.124626
72800,-21.046345
72850,-22.599889
72900,-18.442297
72950,-20.107484
73000,-20.93407
73050,-25.306972
73100,-21.627925
73150,-19.468309
73200,-20.785506
73250,-26.839209
73300,-22.354982
73350,-17.072334
73400,-17.076312
73450,-21.43678
73500,-20.499957
73550,-25.864912
73600,-17.200727
73650,-26.27862
73700,-24.278122
73750,-24.85769
73800,-23.232154
73850,-21.713064
73900,-21.297138
73950,-20.659801
74000,-19.33892
74050,-22.245382
74100,-20.77245
74150,-24.471335
74200,-25.123893
74250,-16.990775
74300,-24.802681
74350,-22.586592
74400,-14.223706
74450,-24.343304
74500,-23.287553
74550,-19.604428
74600,-21.723651
74650,-17.1683
74700,-20.304466
74750,-13.863578
74800,-23.471359
74850,-22.565707
74900,-26.523171
74950,-19.019222
75000,-22.004361
75050,-17.147035
75100,-17.902872
75150,-21.115349
75200,-22.122574
75250,-20.994604
75300,-18.673366
75350,-22.776816
75400,-16.137853
75450,-19.495675
75500,-16.994828
75550,-18.905853
75600,-19.799886
75650,-18.099563
75700,-21.417787
75750,-22.701084
75800,-21.790751
75850,-16.091922
75900,-21.357936
75950,-21.622813
76000,-28.033387
76050,-21.407963
76100,-17.407055
76150,-14.789674
76200,-22.45573
76250,-23.530875
76300,-21.840477
76350,-21.50102
76400,-22.218568
76450,-23.298864
76500,-17.487489
76550,-22.783097
76600,-14.989273
76650,-13.639253
76700,-21.853072
76750,-23.977608
76800,-22.648204
76850,-25.340568
76900,-21.238805
76950,-15.982468
77000,-21.163121
77050,-21.416429
77100,-22.733146
77150,-21.634853
77200,-23.463644
77250,-17.932963
77300,-19.53816
77350,-16.269514
77400,-22.253223
77450,-21.456133
77500,-17.216628
